test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
ACOX3	ACOX3	ACOX3	chr4:8368008-8442452	KO1_WT	KO1_Pus1	OK	4.87249	4.74018	-0.0397165	-0.165386	0.81595	0.89745	no
ACOXL	ACOXL	ACOXL	chr2:111490149-111875799	KO1_WT	KO1_Pus1	NOTEST	0.127338	0.142311	0.160382	0	1	1	no
ACP1	ACP1	ACP1	chr2:264868-278282	KO1_WT	KO1_Pus1	OK	101.33	119.987	0.243821	1.76795	0.01135	0.0403169	yes
ACP2	ACP2	ACP2	chr11:47260852-47290584	KO1_WT	KO1_Pus1	OK	17.1131	14.4177	-0.247261	-1.04072	0.1326	0.270356	no
ACP5	ACP5	ACP5	chr19:11685474-11689801	KO1_WT	KO1_Pus1	NOTEST	0.114317	0	-inf	0	1	1	no
ACP6	ACP6	ACP6	chr1:147119167-147142634	KO1_WT	KO1_Pus1	OK	14.9273	19.6298	0.395088	1.86087	0.00915	0.0339439	yes
ACPL2	ACPL2	ACPL2	chr3:140950681-141013486	KO1_WT	KO1_Pus1	OK	8.51507	11.1861	0.393614	1.86343	0.00755	0.0291457	yes
ACPP	ACPP	ACPP	chr3:132036210-132087146	KO1_WT	KO1_Pus1	NOTEST	0.0763935	0.0760589	-0.00633278	0	1	1	no
ACPT	ACPT	ACPT	chr19:51293671-51298481	KO1_WT	KO1_Pus1	NOTEST	0.0552027	0	-inf	0	1	1	no
ACR	ACR	ACR	chr22:51176651-51183727	KO1_WT	KO1_Pus1	NOTEST	0.0758793	0.0783114	0.0455165	0	1	1	no
ACRBP	ACRBP	ACRBP	chr12:6747241-6756580	KO1_WT	KO1_Pus1	NOTEST	0.0787191	0.0726315	-0.116118	0	1	1	no
ACRC	ACRC	ACRC	chrX:70430034-70948962	KO1_WT	KO1_Pus1	OK	1.09771	0.660072	-0.733802	-1.04709	0.14265	0.285257	no
ACRV1	ACRV1	ACRV1	chr11:125495030-125550793	KO1_WT	KO1_Pus1	OK	0.591306	0.238422	-1.31039	-0.384395	0.4545	0.632252	no
ACSBG1	ACSBG1	ACSBG1	chr15:78463186-78527049	KO1_WT	KO1_Pus1	NOTEST	0.246021	0.1775	-0.470961	0	1	1	no
ACSBG2	ACSBG2	ACSBG2	chr19:6135709-6193112	KO1_WT	KO1_Pus1	NOTEST	0.142491	0.109924	-0.374357	0	1	1	no
ACSF2	ACSF2	ACSF2	chr17:48503518-48552200	KO1_WT	KO1_Pus1	OK	6.02091	7.48746	0.314493	1.30735	0.0612	0.151811	no
ACSF3	ACSF3	ACSF3	chr16:89160216-89222171	KO1_WT	KO1_Pus1	OK	6.69012	7.34028	0.133802	0.617398	0.37915	0.560475	no
ACSL1	ACSL1	ACSL1	chr4:185676748-185747215	KO1_WT	KO1_Pus1	OK	13.6644	14.6258	0.0980903	0.490861	0.48105	0.656402	no
ACSL3	ACSL3	ACSL3	chr2:223725731-223808119	KO1_WT	KO1_Pus1	OK	36.017	33.6725	-0.0971085	-0.705486	0.3142	0.496335	no
ACSL4	ACSL4	ACSL4	chrX:108884563-108976621	KO1_WT	KO1_Pus1	OK	20.4264	21.8388	0.0964606	0.506611	0.4683	0.645133	no
ACSL5	ACSL5	ACSL5	chr10:114133915-114188138	KO1_WT	KO1_Pus1	NOTEST	0.0166872	0.123363	2.8861	0	1	1	no
ACSL6	ACSL6	ACSL6	chr5:131285666-131347761	KO1_WT	KO1_Pus1	OK	1.91381	1.58216	-0.274551	-1.1062	0.1155	0.244156	no
ACSM1	ACSM1	ACSM1	chr16:20634558-20702578	KO1_WT	KO1_Pus1	NOTEST	0.0306175	0.0333572	0.123641	0	1	1	no
ACSM2A	ACSM2A	ACSM2A	chr16:20462858-20498991	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
ACSM2B	ACSM2B	ACSM2B	chr16:20548082-20587695	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
ACSM3	ACSM3	ACSM3	chr16:20775311-20860990	KO1_WT	KO1_Pus1	OK	0.469964	1.27264	1.4372	0.941704	0.2532	0.428507	no
ACSM4	ACSM4	ACSM4	chr12:7456927-7480969	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
ACSM5	ACSM5	ACSM5	chr16:20420855-20452281	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
ACSS1	ACSS1	ACSS1	chr20:24986865-25038818	KO1_WT	KO1_Pus1	OK	7.71645	10.3715	0.426612	2.04524	0.0031	0.0142481	yes
ACSS2	ACSS2	ACSS2	chr20:33462765-33515769	KO1_WT	KO1_Pus1	OK	9.18821	8.71911	-0.0756025	-0.352002	0.61615	0.762803	no
ACSS3	ACSS3	ACSS3	chr12:81471808-81649582	KO1_WT	KO1_Pus1	OK	1.30757	0.650401	-1.00749	-2.49034	0.00105	0.00590664	yes
ACTA1	ACTA1	ACTA1	chr1:229566992-229569843	KO1_WT	KO1_Pus1	NOTEST	0.37341	0.529177	0.502991	0	1	1	no
ACTA2	ACTA2	ACTA2	chr10:90694830-90775542	KO1_WT	KO1_Pus1	OK	1.84493	3.4203	0.890553	1.97834	0.0071	0.027659	yes
ACTB	ACTB	ACTB	chr7:5566778-5570232	KO1_WT	KO1_Pus1	OK	1110.82	693.639	-0.679367	-25.5458	5e-05	0.000427361	yes
ACTBL2	ACTBL2	ACTBL2	chr5:56775842-56778636	KO1_WT	KO1_Pus1	NOTEST	0.0314732	0.0116149	-1.43815	0	1	1	no
ACTC1	ACTC1	ACTC1	chr15:35080296-35087927	KO1_WT	KO1_Pus1	NOTEST	0.00892501	0	-inf	0	1	1	no
ACTG1	ACTG1	ACTG1	chr17:79476996-79479892	KO1_WT	KO1_Pus1	OK	1874.09	1604.78	-0.223816	-9.38727	5e-05	0.000427361	yes
ACTG2	ACTG2	ACTG2	chr2:74120092-74146780	KO1_WT	KO1_Pus1	NOTEST	0.0827607	0.15788	0.931806	0	1	1	no
ACTL10	ACTL10	ACTL10	chr20:32244892-32262264	KO1_WT	KO1_Pus1	NOTEST	0.179381	0.0331179	-2.43735	0	1	1	no
ACTL6A	ACTL6A	ACTL6A	chr3:179280707-179306193	KO1_WT	KO1_Pus1	OK	46.9895	48.7355	0.0526363	0.269697	0.6959	0.819136	no
ACTL6B	ACTL6B	ACTL6B	chr7:100240725-100254084	KO1_WT	KO1_Pus1	NOTEST	0.16597	0.163792	-0.0190534	0	1	1	no
ACTL7A	ACTL7A	ACTL7A	chr9:111624602-111626035	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
ACTL7B	ACTL7B	ACTL7B	chr9:111616868-111618275	KO1_WT	KO1_Pus1	NOTEST	0.0211046	0	-inf	0	1	1	no
ACTL8	ACTL8	ACTL8	chr1:18081807-18153558	KO1_WT	KO1_Pus1	NOTEST	0.27394	0.262129	-0.0635811	0	1	1	no
ACTL9	ACTL9	ACTL9	chr19:8807750-8809172	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
ACTN1	ACTN1	ACTN1	chr14:69340839-69446083	KO1_WT	KO1_Pus1	OK	34.5028	24.866	-0.47254	-2.62764	0.00015	0.00114045	yes
ACTN2	ACTN2	ACTN2	chr1:236849769-236927558	KO1_WT	KO1_Pus1	OK	1.88463	1.12917	-0.73902	-2.54419	0.0004	0.00266009	yes
ACTN3	ACTN3	ACTN3	chr11:66314390-66330797	KO1_WT	KO1_Pus1	NOTEST	0.0352825	0	-inf	0	1	1	no
ACTN4	ACTN4	ACTN4	chr19:39138266-39235114	KO1_WT	KO1_Pus1	OK	84.0157	70.6032	-0.250926	-1.86093	0.00665	0.0262386	yes
ACTR10	ACTR10	ACTR10	chr14:58666832-58702353	KO1_WT	KO1_Pus1	OK	23.8215	27.259	0.194469	0.982982	0.16365	0.314358	no
ACTR1A	ACTR1A	ACTR1A	chr10:104238985-104262512	KO1_WT	KO1_Pus1	OK	65.0058	89.5508	0.462138	3.38667	5e-05	0.000427361	yes
ACTR1B	ACTR1B	ACTR1B	chr2:98272401-98280561	KO1_WT	KO1_Pus1	OK	19.891	23.9908	0.270367	1.34226	0.05425	0.138765	no
ACTR2	ACTR2	ACTR2	chr2:65454828-65498390	KO1_WT	KO1_Pus1	OK	163.91	178.184	0.120466	3.83878	5e-05	0.000427361	yes
ACTR3	ACTR3	ACTR3	chr2:114647536-114716167	KO1_WT	KO1_Pus1	OK	104.068	93.5955	-0.153018	-1.12998	0.11295	0.24038	no
ACTR3B	ACTR3B	ACTR3B	chr7:152456850-152552463	KO1_WT	KO1_Pus1	OK	14.8467	10.1248	-0.552243	-2.56049	0.00035	0.00236689	yes
ACTR3BP2	ACTR3BP2	ACTR3BP2	chr2:92129158-92130496	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
ACTR3BP5	ACTR3BP5	ACTR3BP5	chr10:38989726-38991371	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
ACTR3C	ACTR3C	ACTR3C	chr7:149944300-150035245	KO1_WT	KO1_Pus1	OK	0.941637	0.43933	-1.09986	-0.564321	0.45425	0.631971	no
ACTR5	ACTR5	ACTR5	chr20:37377096-37401089	KO1_WT	KO1_Pus1	OK	10.333	10.5761	0.0335564	0.155155	0.8216	0.901393	no
ACTR6	ACTR6	ACTR6	chr12:100594573-100618201	KO1_WT	KO1_Pus1	OK	36.0352	39.0986	0.117709	0.595939	0.39735	0.577114	no
ACTR8	ACTR8	ACTR8	chr3:53901093-53916229	KO1_WT	KO1_Pus1	OK	20.3754	23.5235	0.207274	1.06708	0.1266	0.261349	no
ACTRT1	ACTRT1	ACTRT1	chrX:127184940-127186382	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
ACTRT2	ACTRT2	ACTRT2	chr1:2938045-2939467	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
ACVR1	ACVR1	ACVR1	chr2:158592957-158732374	KO1_WT	KO1_Pus1	OK	5.53007	4.36511	-0.341279	-1.41798	0.0425	0.11494	no
ACVR1B	ACVR1B	ACVR1B	chr12:52345450-52390863	KO1_WT	KO1_Pus1	OK	11.6865	13.3393	0.190839	0.956587	0.17195	0.325663	no
ACVR1C	ACVR1C	ACVR1C	chr2:158383278-158485399	KO1_WT	KO1_Pus1	OK	0.775491	0.90278	0.219263	0.795038	0.2523	0.427587	no
ACVR2A	ACVR2A	ACVR2A	chr2:148602569-149271044	KO1_WT	KO1_Pus1	OK	3.58821	2.79795	-0.358895	-0.733573	0.29725	0.477668	no
ACVR2B	ACVR2B	ACVR2B	chr3:38492517-38534633	KO1_WT	KO1_Pus1	OK	8.05858	11.3544	0.494653	2.90608	0.0001	0.000799879	yes
ACVRL1	ACVRL1	ACVRL1	chr12:52301201-52317145	KO1_WT	KO1_Pus1	NOTEST	0.0747231	0.227613	1.60696	0	1	1	no
ACY1	ACY1	ACY1	chr3:52009041-52023218	KO1_WT	KO1_Pus1	OK	9.28555	12.2709	0.402187	1.3267	0.0608	0.151159	no
ACY3	ACY3	ACY3	chr11:67410025-67418130	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
ACYP1	ACYP1	ACYP1	chr14:75519927-75530736	KO1_WT	KO1_Pus1	OK	21.7778	18.7005	-0.219782	-0.815525	0.24165	0.416047	no
ACYP2	ACYP2	ACYP2	chr2:54342409-54532435	KO1_WT	KO1_Pus1	OK	2.72646	4.55907	0.741714	2.08726	0.0035	0.0157524	yes
ADA	ADA	ADA	chr20:43248162-43280376	KO1_WT	KO1_Pus1	OK	11.5687	8.62319	-0.423933	-1.76983	0.0125	0.0434214	yes
ADAD1	ADAD1	ADAD1	chr4:123300120-123350947	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
ADAD2	ADAD2	ADAD2	chr16:84224722-84230772	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
ADAL	ADAL	ADAL	chr15:43622871-43646096	KO1_WT	KO1_Pus1	OK	9.14993	10.7296	0.229761	0.961571	0.1699	0.322612	no
ADAM1	ADAM1	ADAM1	chr12:112336866-112339706	KO1_WT	KO1_Pus1	OK	2.47	3.10882	0.331857	1.20013	0.0866	0.197708	no
ADAM10	ADAM10	ADAM10	chr15:58888509-59042177	KO1_WT	KO1_Pus1	OK	14.2489	16.6716	0.226536	1.14698	0.09875	0.217444	no
ADAM11	ADAM11	ADAM11	chr17:42836567-42859214	KO1_WT	KO1_Pus1	OK	4.82434	5.83665	0.274809	1.26035	0.0723	0.171768	no
ADAM12	ADAM12	ADAM12	chr10:127702901-128077127	KO1_WT	KO1_Pus1	NOTEST	0.0890325	0.171311	0.944215	0	1	1	no
ADAM15	ADAM15	ADAM15	chr1:155006281-155042029	KO1_WT	KO1_Pus1	OK	26.9703	22.2326	-0.278692	-1.31871	0.06105	0.15161	no
ADAM17	ADAM17	ADAM17	chr2:9629410-9695917	KO1_WT	KO1_Pus1	OK	17.0359	16.0159	-0.0890671	-0.449312	0.5225	0.688435	no
ADAM18	ADAM18	ADAM18	chr8:39442086-39587583	KO1_WT	KO1_Pus1	NOTEST	0.0204305	0	-inf	0	1	1	no
ADAM19	ADAM19	ADAM19	chr5:156904311-157002783	KO1_WT	KO1_Pus1	OK	1.90323	1.75501	-0.116973	-0.475888	0.4991	0.670507	no
ADAM2	ADAM2	ADAM2	chr8:39601254-39695779	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
ADAM20	ADAM20	ADAM20	chr14:70989077-71001732	KO1_WT	KO1_Pus1	NOTEST	0.0120587	0.0827769	2.77915	0	1	1	no
ADAM21	ADAM21	ADAM21	chr14:70918873-70926622	KO1_WT	KO1_Pus1	NOTEST	0.165754	0.262367	0.662544	0	1	1	no
ADAM21P1	ADAM21P1	ADAM21P1	chr14:70712469-70714518	KO1_WT	KO1_Pus1	NOTEST	0.0273558	0.150601	2.46082	0	1	1	no
ADAM22	ADAM22	ADAM22	chr7:87563565-87832204	KO1_WT	KO1_Pus1	OK	5.56943	3.09713	-0.846598	-3.54935	5e-05	0.000427361	yes
ADAM23	ADAM23	ADAM23	chr2:207308367-207482679	KO1_WT	KO1_Pus1	OK	6.88923	7.71555	0.163427	0.741554	0.28525	0.465269	no
ADAM28	ADAM28	ADAM28	chr8:24151579-24212726	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
ADAM29	ADAM29	ADAM29	chr4:175839508-175899331	KO1_WT	KO1_Pus1	NOTEST	0	0.0106527	inf	0	1	1	no
ADAM30	ADAM30	ADAM30	chr1:120436155-120439147	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
ADAM32	ADAM32	ADAM32	chr8:38965049-39142436	KO1_WT	KO1_Pus1	NOTEST	0.154008	0.121191	-0.345728	0	1	1	no
ADAM33	ADAM33	ADAM33	chr20:3648619-3662738	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
ADAM3A	ADAM3A	ADAM3A	chr8:39308563-39380470	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
ADAM5P	ADAM5P	ADAM5P	chr8:39172181-39260375	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
ADAM6	ADAM6	ADAM6	chr14:106435818-106438358	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
ADAM7	ADAM7	ADAM7	chr8:24298508-24367077	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
ADAM8	ADAM8	ADAM8	chr10:135075919-135090407	KO1_WT	KO1_Pus1	OK	0.646601	0.75297	0.219717	0.515513	0.45635	0.634358	no
ADAM9	ADAM9	ADAM9	chr8:38854504-38962779	KO1_WT	KO1_Pus1	OK	31.856	46.1948	0.536165	3.52282	5e-05	0.000427361	yes
ADAMDEC1	ADAMDEC1	ADAMDEC1	chr8:24241797-24263526	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
ADAMTS1	ADAMTS1	ADAMTS1	chr21:28208605-28217728	KO1_WT	KO1_Pus1	OK	32.159	25.2306	-0.350046	-2.09966	0.00505	0.0211575	yes
ADAMTS10	ADAMTS10	ADAMTS10	chr19:8645125-8675588	KO1_WT	KO1_Pus1	NOTEST	0.331656	0.439608	0.406532	0	1	1	no
ADAMTS12	ADAMTS12	ADAMTS12	chr5:33527286-33892124	KO1_WT	KO1_Pus1	NOTEST	0.0130894	0.0766954	2.55074	0	1	1	no
ADAMTS13	ADAMTS13	ADAMTS13	chr9:136243283-136324508	KO1_WT	KO1_Pus1	OK	2.24439	2.50847	0.160486	0.28237	0.6812	0.809622	no
ADAMTS14	ADAMTS14	ADAMTS14	chr10:72432558-72522195	KO1_WT	KO1_Pus1	NOTEST	0.0370537	0.0243946	-0.603055	0	1	1	no
ADAMTS15	ADAMTS15	ADAMTS15	chr11:130318868-130346539	KO1_WT	KO1_Pus1	OK	1.40219	1.03791	-0.433994	-1.52039	0.03255	0.0934831	no
ADAMTS16	ADAMTS16	ADAMTS16	chr5:5140442-5320412	KO1_WT	KO1_Pus1	NOTEST	0.0222793	0.0638137	1.51816	0	1	1	no
ADAMTS17	ADAMTS17	ADAMTS17	chr15:100511642-100882183	KO1_WT	KO1_Pus1	OK	1.64838	1.93506	0.231333	0.929867	0.18525	0.344434	no
ADAMTS18	ADAMTS18	ADAMTS18	chr16:77316024-77469011	KO1_WT	KO1_Pus1	NOTEST	0.0250967	0.0643977	1.35951	0	1	1	no
ADAMTS19	ADAMTS19	ADAMTS19	chr5:128796102-129074376	KO1_WT	KO1_Pus1	OK	1.13715	1.26094	0.149071	0.505434	0.4755	0.651182	no
ADAMTS2	ADAMTS2	ADAMTS2	chr5:178537851-178772431	KO1_WT	KO1_Pus1	OK	1.39922	1.70717	0.286984	0.680439	0.33435	0.517524	no
ADAMTS20	ADAMTS20	ADAMTS20	chr12:43748011-43945724	KO1_WT	KO1_Pus1	OK	0.834922	1.21431	0.540419	1.79783	0.00965	0.0355096	yes
ADAMTS3	ADAMTS3	ADAMTS3	chr4:73146685-73434516	KO1_WT	KO1_Pus1	OK	5.41515	3.41275	-0.666065	-3.08114	5e-05	0.000427361	yes
ADAMTS4	ADAMTS4	ADAMTS4	chr1:161159537-161168845	KO1_WT	KO1_Pus1	NOTEST	0.0544455	0.0743859	0.450215	0	1	1	no
ADAMTS5	ADAMTS5	ADAMTS5	chr21:28290230-28339439	KO1_WT	KO1_Pus1	NOTEST	0.026335	0.440438	4.06388	0	1	1	no
ADAMTS6	ADAMTS6	ADAMTS6	chr5:64444562-64777704	KO1_WT	KO1_Pus1	NOTEST	0.359718	0.343125	-0.068129	0	1	1	no
ADAMTS7	ADAMTS7	ADAMTS7	chr15:79051544-79103773	KO1_WT	KO1_Pus1	OK	0.555708	0.733312	0.4001	1.12832	0.1078	0.232036	no
ADAMTS8	ADAMTS8	ADAMTS8	chr11:130274817-130298539	KO1_WT	KO1_Pus1	NOTEST	0.0685322	0.362405	2.40275	0	1	1	no
ADAMTS9	ADAMTS9	ADAMTS9	chr3:64501330-64997143	KO1_WT	KO1_Pus1	OK	1.88287	1.36173	-0.467487	-1.88481	0.0071	0.027659	yes
ADAMTS9-AS2	ADAMTS9-AS2	ADAMTS9-AS2	chr3:64501330-64997143	KO1_WT	KO1_Pus1	NOTEST	0	0.044708	inf	0	1	1	no
ADAMTSL1	ADAMTSL1	ADAMTSL1	chr9:18474078-18910947	KO1_WT	KO1_Pus1	NOTEST	0.0204423	0.0636905	1.63952	0	1	1	no
ADAMTSL2	ADAMTSL2	ADAMTSL2	chr9:136397285-136440641	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
ADAMTSL3	ADAMTSL3	ADAMTSL3	chr15:84322837-84708593	KO1_WT	KO1_Pus1	NOTEST	0.117933	0.136571	0.211692	0	1	1	no
ADAMTSL4	ADAMTSL4	ADAMTSL4	chr1:150521897-150533412	KO1_WT	KO1_Pus1	NOTEST	0.392168	0.306136	-0.357298	0	1	1	no
ADAMTSL5	ADAMTSL5	ADAMTSL5	chr19:1505016-1513188	KO1_WT	KO1_Pus1	OK	0.615615	0.7094	0.204573	0.440377	0.5341	0.698012	no
ADAP1	ADAP1	ADAP1	chr7:937536-994289	KO1_WT	KO1_Pus1	OK	3.5405	4.39994	0.313529	1.17739	0.09355	0.209272	no
ADAP2	ADAP2	ADAP2	chr17:29248753-29286211	KO1_WT	KO1_Pus1	OK	4.92686	5.81822	0.239911	1.00978	0.14825	0.29326	no
ADAR	ADAR	ADAR	chr1:154554533-154600456	KO1_WT	KO1_Pus1	OK	73.6297	74.6076	0.0190344	0.14223	0.8368	0.909556	no
ADARB1	ADARB1	ADARB1	chr21:46494492-46646478	KO1_WT	KO1_Pus1	OK	7.69017	8.07064	0.069668	0.321694	0.64525	0.784536	no
ADARB2	ADARB2	ADARB2	chr10:1223252-1779670	KO1_WT	KO1_Pus1	NOTEST	0.0037736	0	-inf	0	1	1	no
ADARB2-AS1	ADARB2-AS1	ADARB2-AS1	chr10:1223252-1779670	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
ADAT1	ADAT1	ADAT1	chr16:75632246-75657221	KO1_WT	KO1_Pus1	OK	9.78685	9.75139	-0.00523578	-0.0252751	0.97105	0.98363	no
ADAT2	ADAT2	ADAT2	chr6:143743968-143771841	KO1_WT	KO1_Pus1	OK	7.18168	6.85678	-0.0667888	-0.330399	0.6339	0.77566	no
ADAT3	ADAT3	ADAT3	chr19:1905372-1926012	KO1_WT	KO1_Pus1	OK	7.96566	5.30279	-0.587041	-1.10299	0.11415	0.242115	no
ADC	ADC	ADC	chr1:33546713-33585995	KO1_WT	KO1_Pus1	OK	1.54265	1.85324	0.264636	0.74518	0.29415	0.474359	no
ADCK1	ADCK1	ADCK1	chr14:78266425-78400297	KO1_WT	KO1_Pus1	OK	6.36694	5.42983	-0.229694	-0.937285	0.18295	0.341745	no
ADCK2	ADCK2	ADCK2	chr7:140372952-140394908	KO1_WT	KO1_Pus1	OK	31.2891	32.8635	0.0708275	0.362757	0.6056	0.754943	no
ADCK3	ADCK3	ADCK3	chr1:227127937-227175246	KO1_WT	KO1_Pus1	OK	46.4046	21.7272	-1.09477	-6.41141	5e-05	0.000427361	yes
ADCK4	ADCK4	ADCK4	chr19:41197433-41222790	KO1_WT	KO1_Pus1	OK	9.32121	6.15675	-0.598347	-2.58028	0.0003	0.00207876	yes
ADCK5	ADCK5	ADCK5	chr8:145597730-145634733	KO1_WT	KO1_Pus1	OK	2.11913	1.08915	-0.960269	-0.77427	0.2669	0.444575	no
ADCY1	ADCY1	ADCY1	chr7:45614124-45762714	KO1_WT	KO1_Pus1	OK	4.39753	3.38829	-0.376137	-1.87741	0.00745	0.0288186	yes
ADCY10	ADCY10	ADCY10	chr1:167778624-167883453	KO1_WT	KO1_Pus1	NOTEST	0.0313741	0.0712329	1.18297	0	1	1	no
ADCY2	ADCY2	ADCY2	chr5:7396342-7830194	KO1_WT	KO1_Pus1	NOTEST	0	0.00490345	inf	0	1	1	no
ADCY3	ADCY3	ADCY3	chr2:25013135-25142055	KO1_WT	KO1_Pus1	OK	15.9797	15.176	-0.0744563	-0.34023	0.628	0.771585	no
ADCY4	ADCY4	ADCY4	chr14:24787554-24804277	KO1_WT	KO1_Pus1	NOTEST	0.00969624	0	-inf	0	1	1	no
ADCY5	ADCY5	ADCY5	chr3:123001142-123167392	KO1_WT	KO1_Pus1	NOTEST	0.285925	0.453831	0.666522	0	1	1	no
ADCY6	ADCY6	ADCY6	chr12:49159974-49182820	KO1_WT	KO1_Pus1	OK	9.34304	12.8618	0.46113	2.35798	0.0007	0.00423332	yes
ADCY7	ADCY7	ADCY7	chr16:50321822-50352043	KO1_WT	KO1_Pus1	OK	1.87215	3.14919	0.750285	3.17479	5e-05	0.000427361	yes
ADCY8	ADCY8	ADCY8	chr8:131792546-132052835	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
ADCY9	ADCY9	ADCY9	chr16:4012649-4166186	KO1_WT	KO1_Pus1	OK	5.99867	5.31823	-0.173696	-0.859449	0.22275	0.39298	no
ADCYAP1	ADCYAP1	ADCYAP1	chr18:904943-912173	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
ADCYAP1R1	ADCYAP1R1	ADCYAP1R1	chr7:31092075-31151093	KO1_WT	KO1_Pus1	OK	1.64752	1.7362	0.0756377	0.302082	0.6666	0.798808	no
ADD1	ADD1	ADD1	chr4:2845583-2931802	KO1_WT	KO1_Pus1	OK	44.1642	52.3347	0.24489	1.7816	0.01215	0.0424287	yes
ADD2	ADD2	ADD2	chr2:70889215-70995375	KO1_WT	KO1_Pus1	OK	16.8312	19.3247	0.199306	1.02026	0.1471	0.291552	no
ADD3	ADD3	ADD3	chr10:111705316-111895323	KO1_WT	KO1_Pus1	OK	25.3492	27.34	0.109073	0.566709	0.4178	0.596844	no
ADGB	ADGB	ADGB	chr6:146920135-147136597	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
ADH1A	ADH1A	ADH1A	chr4:100010007-100222513	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
ADH1B	ADH1B	ADH1B	chr4:100227526-100242572	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
ADH1C	ADH1C	ADH1C	chr4:100257648-100273917	KO1_WT	KO1_Pus1	NOTEST	0.0199889	0	-inf	0	1	1	no
ADH4	ADH4	ADH4	chr4:100010007-100222513	KO1_WT	KO1_Pus1	NOTEST	0.0142237	0	-inf	0	1	1	no
ADH5	ADH5	ADH5	chr4:99992129-100009931	KO1_WT	KO1_Pus1	OK	47.1735	48.2478	0.032487	0.170559	0.808	0.892047	no
ADH6	ADH6	ADH6	chr4:100010007-100222513	KO1_WT	KO1_Pus1	NOTEST	0.0688157	0.100782	0.55043	0	1	1	no
ADH7	ADH7	ADH7	chr4:100333417-100356667	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
ADHFE1	ADHFE1	ADHFE1	chr8:67344717-67381044	KO1_WT	KO1_Pus1	NOTEST	0.245148	0.165229	-0.569184	0	1	1	no
ADI1	ADI1	ADI1	chr2:3501689-3523350	KO1_WT	KO1_Pus1	OK	113.72	94.4653	-0.267627	-1.93608	0.0063	0.0252038	yes
ADIG	ADIG	ADIG	chr20:37209837-37217104	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
ADIPOQ	ADIPOQ	ADIPOQ	chr3:186560462-186576252	KO1_WT	KO1_Pus1	NOTEST	0	0.00712294	inf	0	1	1	no
ADIPOR1	ADIPOR1	ADIPOR1	chr1:202909959-202927700	KO1_WT	KO1_Pus1	OK	84.6701	69.7614	-0.279423	-2.01432	0.00395	0.0173868	yes
ADIPOR2	ADIPOR2	ADIPOR2	chr12:1800246-1897845	KO1_WT	KO1_Pus1	OK	42.0096	42.3824	0.0127455	0.0924404	0.89275	0.940037	no
ADK	ADK	ADK	chr10:75910942-76469061	KO1_WT	KO1_Pus1	OK	38.163	32.6095	-0.226881	-1.15852	0.10175	0.222419	no
ADM	ADM	ADM	chr11:10326641-10328923	KO1_WT	KO1_Pus1	OK	3.3965	4.11782	0.277829	0.870632	0.22315	0.393511	no
ADM2	ADM2	ADM2	chr22:50919984-50924866	KO1_WT	KO1_Pus1	OK	0.762879	0.0319711	-4.57662	-3.30268	0.0121	0.04231	yes
ADNP	ADNP	ADNP	chr20:49506882-49547527	KO1_WT	KO1_Pus1	OK	38.6522	40.5245	0.0682457	0.496243	0.4736	0.649388	no
ADNP2	ADNP2	ADNP2	chr18:77866914-77898228	KO1_WT	KO1_Pus1	OK	13.9342	16.5301	0.246473	1.27214	0.06825	0.164452	no
